
% time 5.0000
% report fiber:force
% identity      posX      posY    forceX    forceY   tension
%   fiber f1:0001
        17    0.5239   -1.8030    0.0000    0.0000    0.3433
        17    0.7142   -1.8638    0.0000    0.0000    0.3454
        17    0.9044   -1.9246    0.0000    0.0000    0.3475
        17    1.0946   -1.9854    0.0000    0.0000    0.3496
        17    1.2848   -2.0462    0.0000    0.0000    0.3516
        17    1.4750   -2.1071    0.0000    0.0000    0.3537
        17    1.6652   -2.1680    0.0000    0.0000    0.3558
        17    1.8554   -2.2289    0.0000    0.0000    0.3579
        17    2.0456   -2.2898    0.0000    0.0000    0.3600
        17    2.2358   -2.3508    0.0000    0.0000    0.3621
        17    2.4259   -2.4117    0.0000    0.0000    0.3642
        17    2.6161   -2.4727    0.0000    0.0000    0.3663
        17    2.8063   -2.5337    0.0000    0.0000    0.3684
        17    2.9964   -2.5947    0.0000    0.0000    0.3705
        17    3.1866   -2.6557    0.0000    0.0000    0.3726
        17    3.3767   -2.7168    0.0000    0.0000    0.3747
        17    3.5668   -2.7779    0.0000    0.0000    0.3768
        17    3.7570   -2.8390    0.3389   -0.1836    0.0000
%   fiber f1:0018
        18  -18.3109    3.6858   -0.0002   -0.0004    0.0008
        18  -18.2731    3.6573   -0.0026   -0.0063    0.0000
%   fiber f1:0019
        19    7.3313   -4.0863    0.0000    0.0000    0.0000
        19    7.2564   -3.9376    0.0000    0.0000    0.0000
        19    7.1814   -3.7889    0.0000    0.0000    0.0000
%   fiber f1:0020
        20    9.3363    1.5957    0.0000    0.0000    0.0073
        20    9.1367    1.5881    0.0000    0.0000    0.0146
        20    8.9372    1.5805    0.0000    0.0000    0.0220
        20    8.7376    1.5728    0.0000    0.0000    0.0293
        20    8.5381    1.5652    0.0000    0.0000    0.0366
        20    8.3385    1.5575    0.0000    0.0000    0.0439
        20    8.1389    1.5498    0.0000    0.0000    0.0512
        20    7.9394    1.5421    0.0000    0.0000    0.0586
        20    7.7398    1.5344    0.0000    0.0000    0.0659
        20    7.5403    1.5267    0.0000    0.0000    0.0732
        20    7.3407    1.5189    0.0000    0.0000    0.0805
        20    7.1412    1.5111    0.0000    0.0000    0.0878
        20    6.9416    1.5034    0.0000    0.0000    0.0952
        20    6.7420    1.4956    0.0000    0.0000    0.1025
        20    6.5425    1.4878    0.0000    0.0000    0.1098
        20    6.3429    1.4800    0.0000    0.0000    0.1171
        20    6.1434    1.4722    0.0000    0.0000    0.1244
        20    5.9438    1.4645    0.0000    0.0000    0.1317
        20    5.7443    1.4567    0.0000    0.0000    0.1391
        20    5.5447    1.4490    0.0000    0.0000    0.1464
        20    5.3451    1.4413    0.0000    0.0000    0.1537
        20    5.1456    1.4337    0.0000    0.0000    0.1610
        20    4.9460    1.4261    0.0000    0.0000    0.1683
        20    4.7464    1.4186    0.0000    0.0000    0.1757
        20    4.5469    1.4112    0.0000    0.0000    0.1830
        20    4.3473    1.4038    0.0000    0.0000    0.1903
        20    4.1477    1.3965    0.0000    0.0000    0.1976
        20    3.9481    1.3892    0.0000    0.0000    0.2049
        20    3.7486    1.3821    0.0000    0.0000    0.2123
        20    3.5490    1.3750    0.0000    0.0000    0.2196
        20    3.3494    1.3680    0.0000    0.0000    0.2269
        20    3.1498    1.3611    0.0000    0.0000    0.2342
        20    2.9502    1.3542    0.0000    0.0000    0.2415
        20    2.7506    1.3475    0.0000    0.0000    0.2489
        20    2.5510    1.3410    0.0000    0.0000    0.2562
        20    2.3514    1.3345    0.0000    0.0000    0.2635
        20    2.1518    1.3282    0.0000    0.0000    0.2708
        20    1.9522    1.3220    0.0000    0.0000    0.2781
        20    1.7526    1.3159    0.0000    0.0000    0.2855
        20    1.5530    1.3100    0.0000    0.0000    0.2928
        20    1.3533    1.3042    0.0000    0.0000    0.3001
        20    1.1537    1.2986    0.0000    0.0000    0.3074
        20    0.9541    1.2931    0.0000    0.0000    0.3147
        20    0.7544    1.2879    0.0000    0.0000    0.3221
        20    0.5548    1.2828    0.0000    0.0000    0.3294
        20    0.3552    1.2779    0.0000    0.0000    0.3367
        20    0.1555    1.2732    0.0000    0.0000    0.3440
        20   -0.0442    1.2687    0.0000    0.0000    0.3514
        20   -0.2438    1.2644    0.0000    0.0000    0.3587
        20   -0.4435    1.2603    0.0000    0.0000    0.3660
        20   -0.6432    1.2565    0.0000    0.0000    0.3733
        20   -0.8428    1.2529    0.0000    0.0000    0.3807
        20   -1.0425    1.2495    0.0000    0.0000    0.3880
        20   -1.2422    1.2465    0.0000    0.0000    0.3953
        20   -1.4419    1.2437    0.0000    0.0000    0.4026
        20   -1.6416    1.2411    1.5630   -0.8011    1.9627
        20   -1.8413    1.2389    1.0641    1.6106    3.0513
        20   -2.0410    1.2368   -2.9930   -0.8849    0.0572
        20   -2.2407    1.2350    0.6053   -0.3493    0.6661
        20   -2.4404    1.2335    0.2872    1.1853    0.9686
        20   -2.6401    1.2323   -1.0063   -1.4458   -0.0387
        20   -2.8398    1.2314   -0.2300    0.4749   -0.2610
        20   -3.0395    1.2308    0.0000    0.0000   -0.2548
        20   -3.2392    1.2305    0.0000    0.0000   -0.2486
        20   -3.4389    1.2304    0.0000    0.0000   -0.2424
        20   -3.6386    1.2306    0.0000    0.0000   -0.2362
        20   -3.8383    1.2310    0.0000    0.0000   -0.2300
        20   -4.0380    1.2317    0.0000    0.0000   -0.2237
        20   -4.2377    1.2327    0.0000    0.0000   -0.2175
        20   -4.4374    1.2338    0.0000    0.0000   -0.2113
        20   -4.6371    1.2352    0.0000    0.0000   -0.2051
        20   -4.8368    1.2368    0.0000    0.0000   -0.1989
        20   -5.0365    1.2386    0.0000    0.0000   -0.1927
        20   -5.2362    1.2406    0.0000    0.0000   -0.1864
        20   -5.4359    1.2428    0.0000    0.0000   -0.1802
        20   -5.6356    1.2452    0.0000    0.0000   -0.1740
        20   -5.8353    1.2478    0.0000    0.0000   -0.1678
        20   -6.0350    1.2506    0.0000    0.0000   -0.1616
        20   -6.2347    1.2536    0.0000    0.0000   -0.1554
        20   -6.4344    1.2568    0.0000    0.0000   -0.1491
        20   -6.6341    1.2602    0.0000    0.0000   -0.1429
        20   -6.8337    1.2638    0.0000    0.0000   -0.1367
        20   -7.0334    1.2675    0.0000    0.0000   -0.1305
        20   -7.2331    1.2714    0.0000    0.0000   -0.1243
        20   -7.4327    1.2755    0.0000    0.0000   -0.1181
        20   -7.6324    1.2797    0.0000    0.0000   -0.1119
        20   -7.8321    1.2841    0.0000    0.0000   -0.1056
        20   -8.0317    1.2887    0.0000    0.0000   -0.0994
        20   -8.2314    1.2934    0.0000    0.0000   -0.0932
        20   -8.4310    1.2983    0.0000    0.0000   -0.0870
        20   -8.6307    1.3033    0.0000    0.0000   -0.0808
        20   -8.8303    1.3084    0.0000    0.0000   -0.0746
        20   -9.0299    1.3137    0.0000    0.0000   -0.0684
        20   -9.2296    1.3192    0.0000    0.0000   -0.0621
        20   -9.4292    1.3247    0.0000    0.0000   -0.0559
        20   -9.6288    1.3304    0.0000    0.0000   -0.0497
        20   -9.8285    1.3362    0.0000    0.0000   -0.0435
        20  -10.0281    1.3421    0.0000    0.0000   -0.0373
        20  -10.2277    1.3481    0.0000    0.0000   -0.0311
        20  -10.4273    1.3541    0.0000    0.0000   -0.0249
        20  -10.6269    1.3601    0.0000    0.0000   -0.0186
        20  -10.8265    1.3662    0.0000    0.0000   -0.0124
        20  -11.0262    1.3724    0.0000    0.0000   -0.0062
        20  -11.2258    1.3785    0.0000    0.0000    0.0000
%   fiber f1:0021
        21   -6.2469   28.7232   -0.6756    0.1050    0.6744
        21   -6.1987   28.7160    0.6547   -0.1195    0.0000
%   fiber f1:0022
        22   -6.1582   29.0832    1.5086    0.5161    1.6072
        22   -6.3482   29.0259   -1.4604   -0.4009    0.1071
        22   -6.5383   28.9685    0.0000    0.0000    0.1210
        22   -6.7284   28.9113    0.0000    0.0000    0.1349
        22   -6.9185   28.8540    0.0000    0.0000    0.1488
        22   -7.1086   28.7968    0.0000    0.0000    0.1627
        22   -7.2987   28.7397    0.0000    0.0000    0.1765
        22   -7.4889   28.6826    0.0000    0.0000    0.1904
        22   -7.6790   28.6256    0.0000    0.0000    0.2043
        22   -7.8692   28.5688    0.0000    0.0000    0.2182
        22   -8.0595   28.5120    0.0000    0.0000    0.2321
        22   -8.2498   28.4554    0.0000    0.0000    0.2459
        22   -8.4401   28.3988    0.0000    0.0000    0.2598
        22   -8.6304   28.3424    0.0000    0.0000    0.2737
        22   -8.8208   28.2862    0.0000    0.0000    0.2876
        22   -9.0112   28.2300    0.0000    0.0000    0.3014
        22   -9.2017   28.1740    0.0000    0.0000    0.3153
        22   -9.3922   28.1182    0.0000    0.0000    0.3292
        22   -9.5827   28.0624    0.0000    0.0000    0.3431
        22   -9.7733   28.0069   -0.1607    1.3960    0.5935
        22   -9.9640   27.9514    1.3198   -1.6014    1.4286
        22  -10.1547   27.8964   -0.5674   -0.1692    0.8475
        22  -10.3456   27.8417    0.1563   -1.3456    0.6378
        22  -10.5365   27.7872    1.0497    2.4121    2.3188
        22  -10.7273   27.7326    0.0451    0.3379    2.4632
        22  -10.9181   27.6779   -2.2298   -1.1884    0.0000
%   fiber f1:0023
        23   -6.2164   29.0409    1.4365    2.1082    2.5691
        23   -6.2788   28.9487   -1.4332   -2.1541    0.0000
%   fiber f1:0024
        24    3.8232   -3.3278    0.0000    0.0000   -0.0028
        24    3.9031   -3.2294    0.0141   -0.0187    0.0000
%   fiber f1:0025
        25   -3.6308   -5.0780    0.0000    0.0000   -0.0025
        25   -3.4416   -5.0169    0.0000    0.0000   -0.0050
        25   -3.2525   -4.9558    0.0000    0.0000   -0.0075
        25   -3.0633   -4.8947    0.0000    0.0000   -0.0100
        25   -2.8741   -4.8337    0.0000    0.0000   -0.0125
        25   -2.6849   -4.7726    0.0000    0.0000   -0.0150
        25   -2.4957   -4.7116    0.0000    0.0000   -0.0174
        25   -2.3065   -4.6507    0.0000    0.0000   -0.0199
        25   -2.1173   -4.5897    0.0000    0.0000   -0.0224
        25   -1.9281   -4.5289    0.0000    0.0000   -0.0249
        25   -1.7388   -4.4681    0.0000    0.0000   -0.0274
        25   -1.5495   -4.4074    0.0000    0.0000   -0.0299
        25   -1.3602   -4.3467    0.0000    0.0000   -0.0324
        25   -1.1709   -4.2862    0.0000    0.0000   -0.0349
        25   -0.9815   -4.2257    0.0000    0.0000   -0.0374
        25   -0.7921   -4.1653    0.0000    0.0000   -0.0399
        25   -0.6027   -4.1049    0.0000    0.0000   -0.0424
        25   -0.4133   -4.0446    0.0000    0.0000   -0.0449
        25   -0.2239   -3.9844    0.0000    0.0000   -0.0473
        25   -0.0344   -3.9242    0.0000    0.0000   -0.0498
        25    0.1551   -3.8641    0.0000    0.0000   -0.0523
        25    0.3446   -3.8040    0.0000    0.0000   -0.0548
        25    0.5341   -3.7440    0.0000    0.0000   -0.0573
        25    0.7236   -3.6840    0.0000    0.0000   -0.0598
        25    0.9131   -3.6241    0.0000    0.0000   -0.0623
        25    1.1027   -3.5642    0.0000    0.0000   -0.0648
        25    1.2923   -3.5044    0.0000    0.0000   -0.0673
        25    1.4818   -3.4446    0.0000    0.0000   -0.0698
        25    1.6714   -3.3849    0.0000    0.0000   -0.0723
        25    1.8610   -3.3252    0.0000    0.0000   -0.0748
        25    2.0507   -3.2655    0.0000    0.0000   -0.0773
        25    2.2403   -3.2058    0.0000    0.0000   -0.0797
        25    2.4299   -3.1461    0.0000    0.0000   -0.0822
        25    2.6195   -3.0864    0.0000    0.0000   -0.0847
        25    2.8091   -3.0267    0.0000    0.0000   -0.0872
        25    2.9987   -2.9669    0.0000    0.0000   -0.0897
        25    3.1883   -2.9071    0.0000    0.0000   -0.0922
        25    3.3778   -2.8472   -1.1016   -0.7498    1.1815
        25    3.5674   -2.7873    1.0387    0.6255    0.0000
%   fiber f1:0026
        26    3.8781   -2.7913    0.0000    0.0000    0.0447
        26    3.7286   -2.8880   -0.1225    0.0246    0.0000
%   fiber f1:0027
        27   26.1327  -14.1261    0.0417    0.0399    0.0236
        27   25.9528  -14.0393    0.0309    0.0296    0.0419
        27   25.7729  -13.9525    0.0000    0.0000    0.0452
        27   25.5930  -13.8657    0.0000    0.0000    0.0485
        27   25.4131  -13.7788    0.0000    0.0000    0.0518
        27   25.2333  -13.6918    0.0000    0.0000    0.0551
        27   25.0535  -13.6049    0.0000    0.0000    0.0584
        27   24.8737  -13.5178    0.0000    0.0000    0.0618
        27   24.6940  -13.4306    0.0000    0.0000    0.0651
        27   24.5143  -13.3434    0.0000    0.0000    0.0684
        27   24.3346  -13.2560    0.0000    0.0000    0.0717
        27   24.1550  -13.1686    0.0000    0.0000    0.0750
        27   23.9755  -13.0810    0.0000    0.0000    0.0783
        27   23.7961  -12.9932    0.0000    0.0000    0.0817
        27   23.6167  -12.9054    0.0000    0.0000    0.0850
        27   23.4373  -12.8175    0.0000    0.0000    0.0883
        27   23.2580  -12.7294    0.0000    0.0000    0.0916
        27   23.0788  -12.6412    0.0000    0.0000    0.0949
        27   22.8996  -12.5530    0.0000    0.0000    0.0982
        27   22.7204  -12.4647    0.0000    0.0000    0.1016
        27   22.5413  -12.3763    0.0000    0.0000    0.1049
        27   22.3622  -12.2878    0.0000    0.0000    0.1082
        27   22.1831  -12.1992    0.0000    0.0000    0.1115
        27   22.0041  -12.1106    0.0000    0.0000    0.1148
        27   21.8251  -12.0219    0.0000    0.0000    0.1181
        27   21.6462  -11.9332    0.0000    0.0000    0.1215
        27   21.4672  -11.8443    0.0000    0.0000    0.1248
        27   21.2884  -11.7554    0.0000    0.0000    0.1281
        27   21.1096  -11.6664    0.0000    0.0000    0.1314
        27   20.9308  -11.5773    0.0000    0.0000    0.1347
        27   20.7520  -11.4881    0.0000    0.0000    0.1380
        27   20.5733  -11.3988    0.0000    0.0000    0.1413
        27   20.3947  -11.3095    0.0000    0.0000    0.1447
        27   20.2161  -11.2201    0.0000    0.0000    0.1480
        27   20.0375  -11.1306    0.0000    0.0000    0.1513
        27   19.8589  -11.0410    0.0000    0.0000    0.1546
        27   19.6804  -10.9514    0.0000    0.0000    0.1579
        27   19.5019  -10.8618    0.0000    0.0000    0.1612
        27   19.3234  -10.7721    0.0000    0.0000    0.1646
        27   19.1449  -10.6825    0.0000    0.0000    0.1679
        27   18.9664  -10.5928    0.0000    0.0000    0.1712
        27   18.7879  -10.5031    0.0000    0.0000    0.1745
        27   18.6094  -10.4133    0.0000    0.0000    0.1778
        27   18.4310  -10.3236    0.0000    0.0000    0.1811
        27   18.2525  -10.2338    0.0000    0.0000    0.1845
        27   18.0741  -10.1440    0.0000    0.0000    0.1878
        27   17.8957  -10.0542    0.0000    0.0000    0.1911
        27   17.7172   -9.9644    0.0000    0.0000    0.1944
        27   17.5388   -9.8746    0.0000    0.0000    0.1977
        27   17.3604   -9.7848    0.0000    0.0000    0.2010
        27   17.1820   -9.6949    0.0000    0.0000    0.2044
        27   17.0036   -9.6051    0.0000    0.0000    0.2077
        27   16.8252   -9.5152    0.0000    0.0000    0.2110
        27   16.6468   -9.4253    0.0000    0.0000    0.2143
        27   16.4685   -9.3353    0.0000    0.0000    0.2176
        27   16.2901   -9.2454    0.0000    0.0000    0.2209
        27   16.1118   -9.1554    0.0000    0.0000    0.2243
        27   15.9335   -9.0653   -0.0687   -0.6917    0.4781
        27   15.7552   -8.9752    1.8205    0.9962    1.6568
        27   15.5769   -8.8852   -1.3810   -1.0900    0.9178
        27   15.3986   -8.7951   -0.4447    0.7951    0.1636
        27   15.2204   -8.7049    0.0000    0.0000    0.1652
        27   15.0422   -8.6147    0.0000    0.0000    0.1669
        27   14.8640   -8.5244    0.0000    0.0000    0.1685
        27   14.6858   -8.4341    0.0000    0.0000    0.1701
        27   14.5076   -8.3438    0.0000    0.0000    0.1717
        27   14.3295   -8.2534    0.0000    0.0000    0.1733
        27   14.1513   -8.1630    0.0000    0.0000    0.1750
        27   13.9732   -8.0726   -0.3337   -1.2248    0.4335
        27   13.7951   -7.9822    2.9568    1.5624    2.3637
        27   13.6169   -7.8919   -2.6752   -0.8012    0.3382
        27   13.4388   -7.8015   -0.0569    0.4587    0.0778
        27   13.2606   -7.7111    0.0000    0.0000    0.0757
        27   13.0825   -7.6207    0.0000    0.0000    0.0737
        27   12.9044   -7.5303    0.0000    0.0000    0.0716
        27   12.7263   -7.4399    0.0000    0.0000    0.0695
        27   12.5482   -7.3495    0.0000    0.0000    0.0674
        27   12.3701   -7.2590    0.0000    0.0000    0.0654
        27   12.1920   -7.1685    0.0000    0.0000    0.0633
        27   12.0139   -7.0780    0.0000    0.0000    0.0612
        27   11.8359   -6.9875    0.0000    0.0000    0.0591
        27   11.6578   -6.8969    0.0000    0.0000    0.0571
        27   11.4798   -6.8063    0.0000    0.0000    0.0550
        27   11.3018   -6.7156    0.0000    0.0000    0.0529
        27   11.1239   -6.6248    0.0000    0.0000    0.0508
        27   10.9460   -6.5340    0.0000    0.0000    0.0488
        27   10.7681   -6.4431    0.0000    0.0000    0.0467
        27   10.5903   -6.3521    0.0000    0.0000    0.0446
        27   10.4125   -6.2610    0.0000    0.0000    0.0425
        27   10.2347   -6.1699    0.0000    0.0000    0.0405
        27   10.0570   -6.0787    0.0000    0.0000    0.0384
        27    9.8794   -5.9874    0.0000    0.0000    0.0363
        27    9.7017   -5.8960    0.0000    0.0000    0.0342
        27    9.5241   -5.8046    0.0000    0.0000    0.0322
        27    9.3465   -5.7132    0.0000    0.0000    0.0301
        27    9.1689   -5.6217    0.0000    0.0000    0.0280
        27    8.9914   -5.5302    0.0000    0.0000    0.0259
        27    8.8138   -5.4386    0.0000    0.0000    0.0238
        27    8.6363   -5.3470    0.0000    0.0000    0.0218
        27    8.4588   -5.2555    0.0000    0.0000    0.0197
        27    8.2813   -5.1639    0.0000    0.0000    0.0176
        27    8.1037   -5.0723    0.0000    0.0000    0.0155
        27    7.9262   -4.9807    0.0000    0.0000    0.0135
        27    7.7487   -4.8891    0.0000    0.0000    0.0114
        27    7.5712   -4.7976    0.0000    0.0000    0.0093
        27    7.3937   -4.7060    0.0000    0.0000    0.0072
        27    7.2162   -4.6143    0.0000    0.0000    0.0052
        27    7.0387   -4.5227    0.0000    0.0000    0.0031
        27    6.8612   -4.4310    0.0000    0.0000    0.0010
        27    6.6837   -4.3393    0.0000    0.0000   -0.0011
        27    6.5063   -4.2475    0.0000    0.0000   -0.0031
        27    6.3289   -4.1557    0.0000    0.0000   -0.0052
        27    6.1515   -4.0638    0.0000    0.0000   -0.0073
        27    5.9742   -3.9719    0.0000    0.0000   -0.0094
        27    5.7969   -3.8799    0.0000    0.0000   -0.0114
        27    5.6196   -3.7879    0.0000    0.0000   -0.0135
        27    5.4423   -3.6958    0.0000    0.0000   -0.0156
        27    5.2651   -3.6037    0.0000    0.0000   -0.0177
        27    5.0879   -3.5115    0.0000    0.0000   -0.0197
        27    4.9107   -3.4193    0.0000    0.0000   -0.0218
        27    4.7335   -3.3270    0.0000    0.0000   -0.0239
        27    4.5563   -3.2348    0.0000    0.0000   -0.0260
        27    4.3792   -3.1425    0.0000    0.0000   -0.0280
        27    4.2020   -3.0502    0.0362    0.0043    0.0000
%   fiber f1:0028
        28   24.7927   -8.9694    0.0000    0.0000    0.0000
        28   24.7608   -8.9672    0.0000    0.0000    0.0000
%   fiber f1:0029
        29   26.0211  -14.3338    0.0645   -0.2033    0.2147
        29   26.0100  -14.2958   -0.0507    0.2105    0.0000
%   fiber f1:0030
        30    0.9883   -0.6054    0.0489   -0.1288    0.0706
        30    0.7910   -0.5652    0.0263    0.0897    0.0755
        30    0.5937   -0.5252    0.0000    0.0000    0.0725
        30    0.3964   -0.4851    0.0000    0.0000    0.0695
        30    0.1991   -0.4451    0.0000    0.0000    0.0665
        30    0.0018   -0.4050    0.0000    0.0000    0.0634
        30   -0.1955   -0.3651    0.0000    0.0000    0.0604
        30   -0.3929   -0.3251    0.0000    0.0000    0.0574
        30   -0.5902   -0.2852    0.0000    0.0000    0.0544
        30   -0.7875   -0.2453    0.0000    0.0000    0.0514
        30   -0.9849   -0.2054    0.0000    0.0000    0.0483
        30   -1.1822   -0.1656    0.0000    0.0000    0.0453
        30   -1.3796   -0.1258    0.0000    0.0000    0.0423
        30   -1.5770   -0.0861    0.0000    0.0000    0.0393
        30   -1.7744   -0.0464    0.0000    0.0000    0.0363
        30   -1.9718   -0.0067    0.0000    0.0000    0.0332
        30   -2.1692    0.0328    0.0000    0.0000    0.0302
        30   -2.3666    0.0724    0.0000    0.0000    0.0272
        30   -2.5640    0.1119    0.0000    0.0000    0.0242
        30   -2.7614    0.1513    0.0000    0.0000    0.0211
        30   -2.9589    0.1907    0.0000    0.0000    0.0181
        30   -3.1563    0.2301    0.0000    0.0000    0.0151
        30   -3.3538    0.2694    0.0000    0.0000    0.0121
        30   -3.5512    0.3087    0.0000    0.0000    0.0091
        30   -3.7487    0.3481    0.0000    0.0000    0.0060
        30   -3.9461    0.3874    0.0000    0.0000    0.0030
        30   -4.1436    0.4267    0.0000    0.0000    0.0000
%   fiber f1:0031
        31    1.4831   -0.6677    0.1845    0.3364    0.1048
        31    1.2560   -0.6149   -0.0193   -0.7648    0.2601
        31    1.0290   -0.5621   -0.1654    0.4399    0.0000
%   fiber f1:0032
        32    3.5698   -2.6249    0.0085    0.0073    0.0069
        32    3.5838   -2.5702    0.0212    0.0184    0.0000
%   fiber f1:0033
        33    3.9842   -3.2360    0.0000    0.0000   18.2355
        33    3.9754   -3.2066  -10.4995   34.9270    0.0000
%   fiber f1:0034
        34    3.7561   -3.3859    0.0000    0.0000   -0.0094
        34    3.8118   -3.4128    0.0123    0.0686    0.0000
% end
